questions,answers,intent
전염병 때문에 할 일을 제대로 못 하고 집에만 있어야 해서 슬퍼.,전염병 때문에 계속 집에만 계셔서 많이 슬프시겠어요.,2
지난번 사고난 곳이 비만 오면 쑤시네.,많이 아프시겠어요. 괜찮으세요?,2
건강 검진을 받았는데 결과가 좋지 않아. 건강관리에 힘을 쓰지 않은 게 후회돼.,건강관리를 하지 않아 후회하시는군요. 건강관리를 위해 할 수 있는 게 어떤 게 있을까요?,2
병이 너무 악화돼서 수술도 소용없다고 하네.,수술도 소용없다고 하니 두렵고 걱정되시겠네요.,2
예전엔 담배도 많이 피웠어.,지금은 안 피우시나요?,2
요즘 들어서 건강이 걱정되는 게 나도 늙어가는구나 싶어.,건강이 걱정되시는군요. 무슨 일 있으셨나요?,2
갱년기가 되면서 살이 자꾸 쪄. 그런데 허리가 아파서 운동하기 힘들어서 짜증 나. ,살은 찌는데 운동도 하기 힘들어서 스트레스받으시는군요. 어떻게 하면 갱년기를 잘 이겨낼 수 있을까요? ,2
교통사고가 일어난 후 자동차를 볼 때마다 내 온몸이 마비되는 부작용이 생겨서 너무 슬퍼.,교통사고 때문에 부작용이 생겨 너무 슬프군요.,2
요즘 코로나 때문에 갑자기 살찌는 사람도 많고 힘든 점이 아주 많은 것 같아.,무슨 일이 있는지 조금 더 자세히 말씀해주시겠어요?,2
건강검진 결과 나올 때마다 기분 나쁜 일이 떠올라.,건강검진을 받을 때마다 안 좋은 일이 떠오르시는군요. 무슨 일인지 들어볼 수 있을까요?,2
건강도 안좋아지고 은퇴도 다가오고 정말 외롭다.,은퇴 후 무엇이 더 외롭게 만드나요.,2
요즘 여기저기 안 아픈 곳이 없네!,요즘 건강이 나쁘신가 보네요.,2
수전증이 차도가 없어. 날이 갈수록 더 심해져서 오늘은 괜히 아까운 비싼 술잔만 깼네.,손 떨리는 증세가 더 심해지셨군요.,2
아버님이 당뇨병을 앓고 계신 데 합병증으로 눈도 안 좋아졌어.,안 좋은 일들이 겹쳐서 걱정이 많겠네요.,2
요즘 자꾸 배가 나오고 외모가 자신이 없어. 내가 한심하게 느껴져.,변해가는 외모에 자신감이 떨어지셨군요. 이럴 때 어떻게 하면 기분이 한결 나아질까요? ,2
건강검진 결과가 형편없이 나왔어.,어디가 얼마나 안 좋으신지 여쭤봐도 될까요?,2
건강이 안좋아져서 낙담했어.,안 좋아지신 건강 때문에 낙담하셨군요. 어떻게 하면 건강히 좋아질 수 있을까요?,2
아내의 기억이 교통사고 이후 전혀 돌아오지 않고 있어.,아내분께서 교통사고 이후 기억을 모두 잃으셨군요.,2
이제는 감기 한 번을 걸려도 쉽게 낫질 않아.,감기에 걸려도 쉽게 낫지 않아서 힘드시겠네요. 체력이 떨어진 걸까요?,2
우연히 신문 기사를 보고 한 발 들고 버티기를 해 봤는데 십 초밖에 못 하겠네.,체력이 예전 같지 않아서 속상하신가 봐요.,2
나는 그동안 건강하다고 생각해 왔는데 이제 나에 대해 환멸감을 느껴.,나에 대해 환멸감을 느끼게 된 계기가 있나요?,2
요즘 약을 너무 많이 먹어서 속이 쓰려. 괴로워.,어디 아프신 데라도 있으신가요?,2
이 년 전 건강검진에서 골다공증이 있다고 해서 많이 걱정했는데 이번에는 정상 수치래.,이 년 동안 고민하던 골다공증 문제가 해결되어 안도하고 계시네요.,2
건강검진 결과가 좋게 나와서 기분이 좋아.,건강관리를 잘하셨나 보네요.,2
매일 운동하겠다고 다짐만 하고 실천하지 않는 내가 한심스러워.,운동을 시작하기는 참 어려운 것 같아요.,2
요즘 나 자신과 내 건강을 생각하면 정말 한심하기 짝이 없어.,건강에 관해서 고민하시는군요. 한심하다고 생각하는 이유가 궁금해요.,2
건강이 점점 나빠져 이젠 아이들에게 강인한 아빠가 더는 될 수 없을 것 같아.,건강으로 인해 아이들에게 강인한 아빠가 될 수 없을 것 같아 슬프시겠어요.,2
친구의 권유로 운동을 꾸준히 하니 몸이 많이 좋아져서 정말 기뻐.,꾸준한 운동을 통해 몸이 건강해지셨다니 정말 다행이에요.,2
나이가 드니 탈모가 와서 어딜 나가지를 못하겠어.,탈모가 와서 자신감이 많이 떨어지셨군요. 클리닉은 받아보셨나요?,2
집에서만 있었더니 여행이 너무 가고 싶어.,여행을 가고 싶으시군요.,2
의사의 말대로 재활 치료를 열심히 해서 경과가 많이 좋아졌어.,재활치료가 효과를 본다니 정말 기쁘시겠어요.,2
나는 내가 내 몸을 봐도 혐오스러워 견딜 수가 없어.,내 몸이 혐오스러우시군요. 어떤 점이 그렇게 느끼게 하나요?,2
초등학교 동창인 오랜 친구가 큰 병에 걸려 가족도 없이 쓸쓸히 죽어 가는데 친구가 버려진 것 같아 너무 슬퍼.,친구가 큰 병에 걸려 죽어가고 있어 슬프시군요.,2
이번 건강 검진 결과에 기분이 너무 좋아.,검진 결과가 좋아 기쁘시군요. 어떻게 좋아지신 건가요? ,2
건강 관리를 하지 않아 돌연사하게 될까 봐 두려워.,그런 두려운 마음을 가지고 계시는군요.,2
요가학원에서 내가 제일 잘한다고 해서 신이 나.,재능이 있어서 기분이 좋으시군요.,2
술을 많이 마셔서 머리가 깨질 듯이 아프고 몸도 마비된 것 같이 말을 듣지 않아 너무 슬퍼.,몸이 말을 듣지 않아 슬플 것 같아요.,2
아무리 병원에 데려가 달라고 해도 잘 쉬면 나을 거라고 말하는 남편이 미워. 짜증 나.,아픈데 병원에 안 데려다줘서 정말 짜증 났겠어요.,2
늙는다는 느낌을 받은 적 있어? 난 요즘 여기저기 아파서 늙는다고 느껴.,여기저기 아프다는 생각이 드니 늙은 기분까지 느끼게 되셨군요.,2
건강이 좋지 못해서 누워 있다가 수술 후 조심히 두 다리로 섰어.,수술 후 조심히 두 발로 일어나셨군요.,2
난 언제쯤 결혼할 수 있을까 하는 생각 때문에 우울해.,결혼 문제로 고민이 많으시군요. 결혼을 빨리하고 싶으세요?,2
당뇨병 판정을 받고 식단을 조절하면서 관리해 왔는데 발가락 한 개를 잘라야한대.,꾸준히 식단 관리를 해 왔는데도 발가락 하나를 잘라야 하는 상황이 왔다니 너무 당혹스럽고 슬프시겠어요.,2
영양제를 매일 챙겨먹는데 무언가 부족하다고 느껴서 마음이 불안해져.,영양제를 챙겨 먹지만 마음이 불안해서 많이 힘들었겠어요.,2
주변에서 나이 드니 아픈 사람들이 많아져서 불안해. 건강하게만 살고 싶다는 생각이 들어.,아플까 불안하고 건강하게만 살고 싶다는 생각이 드시는군요.,2
동네 아줌마들 중에는 내가 제일 건강할 것 같아.,어떤 것으로 인해 그렇게 생각하시는지 조금 더 자세히 말씀해 주시겠어요?,2
아이들이 아빠를 가장 의지했었는데 건강이 나빠지니까 이제 의지를 안 해.,아이들이 의지를 안 해서 속상하시겠어요.,2
몸이 아파서 며칠 동안 일을 못했어.,며칠 동안 일을 못하셨군요. 정말 힘드실 것 같아요.,2
건강 검진 결과가 내일 나오는데 약간 걱정되네.,건강 검진 결과가 내일 나오는데 약간 걱정이 되시는군요. 어디 몸이 안 좋으신가요?,2
언젠가 나의 배를 보았는데 혐오스럽게도 완전히 할머니가 되어있더라고.,옛날과 다른 배의 모습에 실망하셨군요.,2
건강을 위해 요가를 시작했는데 같이 수업을 듣는 사람 중에서 질투 나는 사람이 있어.,건강을 위해 요가를 시작하셨군요. 어떤 점이 질투가 나셨는지 말씀해주실 수 있으신가요?,2
우리 부부는 아이가 없는데 친구 부부가 보란 듯이 아이 자랑만 해. 어이가 없어.,마음을 몰라주는 친구 분 때문에 많이 속상하시겠어요.,2
친구들과 등산을 했는데 힘들다고 난리였어. 나는 평소에 운동하고 있거든.,평소에 열심히 운동하시고 관리를 잘하셔서 등산이 별로 안 힘드셨군요.,2
학교 선생님 진짜 날 짜증나게 하셔.,선생님과 무슨 일 있으셨나요? 자세히 말해주시겠어요?,2
아프지 말아야 해!,아프지 말아야 되는데 어디가 아프신가요?,2
건강이 많이 나빠져서 걱정이야.,건강이 나빠져서 걱정이 되시는군요.,2
배가 나온 거 때문에 아내가 자꾸 뭐라고 해서 화가나.,아내가 배가 나왔다고 해서 화가 나시는군요.,2
요즘도 건강에 좋다고 야생 동물을 잡아먹는 사람 보면 진짜 혐오스러워.,야생 동물을 잡아먹는 사람이 있군요.,2
요즘 코로나 때문에 나도 스트레스를 받는 것 같아.,코로나로 인해 어떤 점이 가장 큰 스트레스로 느끼시나요?,2
매일 한약을 먹었더니 소화불량이 많이 개선됐어.,한약 덕분에 소화불량이 개선되셨군요.,2
코로나 때문에 밖에 못 나가니까 답답해.,요즘 많이 답답하시죠. 전혀 외출을 못 하셨어요?,2
친구 하나가 몸매가 너무 좋아진 거야. 정말 질투나 죽겠어.,친구의 몸매가 좋아져서 질투가 나시는군요.,2
나 골밀도 수치가 높아졌대.,골밀도 수치를 알게 되셨군요. 지금 어떤 기분이 드시나요?,2
아는 것이 힘이라는 말은 정말 생각할수록 믿음이 가는 말이야.,네 그런 것 같아요. 어떤 일이 있으셨는지요?,2
일주일 전 건강관리협회에서 검진을 받았는데 초조해.,검진 결과가 걱정되시는 것 같아요. 어떤 상황인지 자세히 알 수 있을까요? ,2
나 요즘 갱년기야. 몸도 아프고 인생도 허무하고 너무 힘들어.,갱년기 증상으로 힘드시군요. 이럴 때 이야기를 나눌 친구나 가족이 있으실까요?,2
늦둥이 딸이 백혈병이라고 진단을 받았는데 너무 슬퍼.,딸이 아프셔서 슬프시겠어요.,2
요즘 온몸이 쑤시니까 짜증스럽네.,특별히 요즘 그런 이유가 있을까요?,2
드디어 금연에 성공했어.,금연에 성공하셔서 기쁘시군요.,2
건강도 그렇지만 정신도 조금 이상해진 것 같아.,몸과 마음이 전부 다 아프신가 봐요.,2
건강검진을 받았는데 추가 검사가 필요하다고 해서 검사를 받았어. 결과를 기다리고 있는데 초조하네.,많이 걱정되실 것 같아요. 어떤 추가 검사를 받았나요?,2
난 이제 어떻게 하면 좋을지 모르겠어.,무슨 걱정거리가 있으세요? 자세히 얘기해 주세요.,2
내일 검진 결과가 나오는데 혹시 나쁘게 나올까 봐 걱정이야.,건강 검진 결과에 대해 걱정하고 계시는군요.,2
내가 아프니까 우리 가족이 번 돈이 대부분 내 병원비로 나가서 슬퍼.,아프고 병원비도 많이 나가서 괴로우시겠어요.,2
나는 딸을 꼭 낳고 싶은데 남편은 내게 포기하라는 말뿐이라 실망했어.,사용자님의 마음을 알아주시지 않는 것 같아 실망하셨군요.,2
병원에 다녀왔어. 의사가 큰 병원에 가보래.,의사가 큰 병원에 가보라고 했군요. 무슨 일인지 자세히 말씀해주세요.,2
남편이 담배를 못 끊어서 큰 일이야. 화가 날 지경이야.,남편분이 담배를 못 끊어서 많이 걱정되시겠어요.,2
지인이 건강보조식품을 파는데 좋다고 해서 샀더니 알고 보니 가격을 두 배나 비싸게 팔았더라고. 너무 배신감 들어.,지인에게 믿고 구매했는데 당황스러우시군요. 지인에게 어떻게 하고 싶으신가요? ,2
갱년기가 와서 나도 모르게 가족에게 예민하게 굴까 봐 조심스러워.,갱년기가 와서 가족들에게 예민하게 굴까 봐 불안하시군요.,2
오늘 아침에 갑자기 일어서는데 빈혈 때문에 어지러워서 넘어질 뻔해서 당황했어.,평상시에도 빈혈 때문에 불편한 적이 있으신가요?,2
내 지병 때문에 아내는 집에서도 쉬지 못하고 내 간호를 해야 해. 아내한테 미안해.,사용자님을 간호하는 아내 분께 미안한 마음이 드시는군요.,2
눈도 안 좋은 아내가 치매라는 병까지 얻게 됐어. 아내가 너무 힘들어해.,아내의 건강이 안 좋아 정말 힘드시겠어요.,2
요즘에 앉아있기만 해도 오줌이 자주 마려워.,그래요? 병원에 가보셨나요?,2
건강을 위해 수영을 시작하기로 했어.,건강을 위해 수영을 시작하셨군요.,2
혈압이 높다고 하는데 약을 먹어도 혈압이 좋아지지 않네.,혈압이 높으시군요. 약 먹은 지는 얼마나 되셨나요?,2
약한 건강 때문에 삶의 질이 떨어져서 너무 괴로워.,약한 건강 때문에 많이 힘드시군요.,2
친구들이 내 건강을 생각해서 술자리에 부르지 않는 게 고마우면서도 섭섭해.,친구들과 술자리를 갖지 못해 서운하시군요.,2
내가 이렇게 아픈데도 자식들이 아무도 집안일을 대신 안 챙겨 줘서 화가나.,내가 이렇게 아픈데 자식들이 아무도 집안일을 돕지 않아 화가나셨군요.,2
명절이 다가오니 우울해. 부모님 돌아가시고 있던 형제들도 다 해외로 이민 가고 나만 외톨이야.,많이 외로우시겠어요. 국내엔 연고가 있는 가족이 없나요?,2
지난번 검사 결과가 좋지 않아서 걱정이 이만저만이 아니야.,검사 결과가 좋지 않아서 걱정이 많으시군요.,2
나는 정말 회사를 위해서 열심히 했어. 쉬는 날도 반납하고 회사 살리는 것만 생각했지.,회사를 살리기 위해 쉬는 날도 반납하고 열심히 일하셨군요.,2
정말 나 스스로에게 배신감이 들어.,스스로에게 실망할 만한 사건이 있으셨나요?,2
우울증도 질병이라는 것을 이제야 깨달았어. 깨닫고 나니 더 우울해.,그동안 우울하셔서 많이 힘들었겠어요.,2
